movie_num#movie_name#movie_year#movie_country#movie_type#movie_director#movie_assess#movie_score#movie_url#movie_intro
1#肖申克的救赎#1994#美国#犯罪 剧情# 弗兰克·德拉邦特 Frank Darabont#1395073#9.6#https://movie.douban.com/subject/1292052/#希望让人自由。
2#霸王别姬#1993#中国大陆 香港#剧情 爱情 同性# 陈凯歌 Kaige Chen#1033001#9.6#https://movie.douban.com/subject/1291546/#风华绝代。
3#这个杀手不太冷#1994#法国#剧情 动作 犯罪# 吕克·贝松 Luc Besson#1274524#9.4#https://movie.douban.com/subject/1295644/#怪蜀黍和小萝莉不得不说的故事。
4#阿甘正传#1994#美国#剧情 爱情# 罗伯特·泽米吉斯 Robert Zemeckis#1098689#9.4#https://movie.douban.com/subject/1292720/#一部美国近现代史。
5#美丽人生#1997#意大利#剧情 喜剧 爱情 战争# 罗伯托·贝尼尼 Roberto Benigni#643150#9.5#https://movie.douban.com/subject/1292063/#最美的谎言。
6#泰坦尼克号#1997#美国#剧情 爱情 灾难# 詹姆斯·卡梅隆 James Cameron#1039140#9.3#https://movie.douban.com/subject/1292722/#失去的才是永恒的。 
7#千与千寻#2001#日本#剧情 动画 奇幻# 宫崎骏 Hayao Miyazaki#1024645#9.3#https://movie.douban.com/subject/1291561/#最好的宫崎骏，最好的久石让。 
8#辛德勒的名单#1993#美国#剧情 历史 战争# 史蒂文·斯皮尔伯格 Steven Spielberg#573743#9.5#https://movie.douban.com/subject/1295124/#拯救一个人，就是拯救整个世界。
9#盗梦空间#2010#美国 英国#剧情 科幻 悬疑 冒险# 克里斯托弗·诺兰 Christopher Nolan#1105540#9.3#https://movie.douban.com/subject/3541415/#诺兰给了我们一场无法盗取的梦。
10#忠犬八公的故事#2009#美国 英国#剧情# 莱塞·霍尔斯道姆 Lasse Hallström#728140#9.3#https://movie.douban.com/subject/3011091/#永远都不能忘记你所爱的人。
11#机器人总动员#2008#美国#爱情 科幻 动画 冒险# 安德鲁·斯坦顿 Andrew Stanton#732502#9.3#https://movie.douban.com/subject/2131459/#小瓦力，大人生。
12#三傻大闹宝莱坞#2009#印度#剧情 喜剧 爱情 歌舞# 拉库马·希拉尼 Rajkumar Hirani#992526#9.2#https://movie.douban.com/subject/3793023/#英俊版憨豆，高情商版谢耳朵。
13#海上钢琴师#1998#意大利#剧情 音乐# 朱塞佩·托纳多雷 Giuseppe Tornatore#814980#9.2#https://movie.douban.com/subject/1292001/#每个人都要走一条自己坚定了的路，就算是粉身碎骨。 
14#放牛班的春天#2004#法国 瑞士 德国#剧情 音乐# 克里斯托夫·巴拉蒂 Christophe Barratier#687061#9.3#https://movie.douban.com/subject/1291549/#天籁一般的童声，是最接近上帝的存在。 
15#楚门的世界#1998#美国#剧情 科幻# 彼得·威尔 Peter Weir#758423#9.2#https://movie.douban.com/subject/1292064/#如果再也不能见到你，祝你早安，午安，晚安。
16#大话西游之大圣娶亲#1995#香港 中国大陆#喜剧 爱情 奇幻 古装# 刘镇伟 Jeffrey Lau#767551#9.2#https://movie.douban.com/subject/1292213/#一生所爱。
17#星际穿越#2014#美国 英国 加拿大 冰岛#剧情 科幻 冒险# 克里斯托弗·诺兰 Christopher Nolan#788126#9.2#https://movie.douban.com/subject/1889243/#爱是一种力量，让我们超越时空感知它的存在。
18#龙猫#1988#日本#动画 奇幻 冒险# 宫崎骏 Hayao Miyazaki#678652#9.2#https://movie.douban.com/subject/1291560/#人人心中都有个龙猫，童年就永远不会消失。
19#教父#1972#美国#剧情 犯罪# 弗朗西斯·福特·科波拉 Francis Ford Coppola#498305#9.2#https://movie.douban.com/subject/1291841/#千万不要记恨你的对手，这样会让你失去理智。
20#熔炉#2011#韩国#剧情# 黄东赫 Dong-hyuk Hwang#443631#9.3#https://movie.douban.com/subject/5912992/#我们一路奋战不是为了改变世界，而是为了不让世界改变我们。
21#无间道#2002#香港#剧情 犯罪 悬疑# 刘伟强 / 麦兆辉#630212#9.1#https://movie.douban.com/subject/1307914/#香港电影史上永不过时的杰作。
22#疯狂动物城#2016#美国#喜剧 动画 冒险# 拜伦·霍华德 Byron Howard / 瑞奇·摩尔 Rich Moore#864878#9.2#https://movie.douban.com/subject/25662329/#迪士尼给我们营造的乌托邦就是这样，永远善良勇敢，永远出乎意料。
23#当幸福来敲门#2006#美国#剧情 传记 家庭# 加布里尔·穆奇诺 Gabriele Muccino#803082#9.0#https://movie.douban.com/subject/1849031/#平民励志片。 
24#怦然心动#2010#美国#剧情 喜剧 爱情# 罗伯·莱纳 Rob Reiner#886559#9.0#https://movie.douban.com/subject/3319755/#真正的幸福是来自内心深处。
25#触不可及#2011#法国#剧情 喜剧# 奥利维·那卡什 Olivier Nakache / 艾力克·托兰达 Eric Toledano#530430#9.2#https://movie.douban.com/subject/6786002/#满满温情的高雅喜剧。
26#蝙蝠侠：黑暗骑士#2008#美国 英国#剧情 动作 科幻 犯罪 惊悚# 克里斯托弗·诺兰 Christopher Nolan#512013#9.1#https://movie.douban.com/subject/1851857/#无尽的黑暗。
27#乱世佳人#1939#美国#剧情 历史 爱情 战争# 维克多·弗莱明 Victor Fleming / 乔治·库克 George Cukor#369750#9.2#https://movie.douban.com/subject/1300267/#Tomorrow is another day.
28#活着#1994#中国大陆 香港#剧情 历史 家庭# 张艺谋 Yimou Zhang#410331#9.2#https://movie.douban.com/subject/1292365/#张艺谋最好的电影。
29#少年派的奇幻漂流#2012#美国 台湾 英国 加拿大#剧情 奇幻 冒险# 李安 Ang Lee#802504#9.0#https://movie.douban.com/subject/1929463/#瑰丽壮观、无人能及的冒险之旅。
30#控方证人#1957#美国#剧情 犯罪 悬疑# 比利·怀尔德 Billy Wilder#175825#9.6#https://movie.douban.com/subject/1296141/#比利·怀德满分作品。
31#天堂电影院#1988#意大利 法国#剧情 爱情# 朱塞佩·托纳多雷 Giuseppe Tornatore#397425#9.2#https://movie.douban.com/subject/1291828/#那些吻戏，那些青春，都在影院的黑暗里被泪水冲刷得无比清晰。
32#鬼子来了#2000#中国大陆#剧情 历史 战争# 姜文 Wen Jiang#335522#9.2#https://movie.douban.com/subject/1291858/#对敌人的仁慈，就是对自己残忍。
33#指环王3：王者无敌#2003#美国 新西兰#剧情 动作 奇幻 冒险# 彼得·杰克逊 Peter Jackson#402574#9.1#https://movie.douban.com/subject/1291552/#史诗的终章。
34#十二怒汉#1957#美国#剧情# Sidney Lumet#238922#9.4#https://movie.douban.com/subject/1293182/#1957年的理想主义。 
35#天空之城#1986#日本#动画 奇幻 冒险# 宫崎骏 Hayao Miyazaki#471469#9.1#https://movie.douban.com/subject/1291583/#对天空的追逐，永不停止。 
36#摔跤吧！爸爸#2016#印度#剧情 传记 运动 家庭# 涅提·蒂瓦里 Nitesh Tiwari#767280#9.0#https://movie.douban.com/subject/26387939/#你不是在为你一个人战斗，你要让千千万万的女性看到女生并不是只能相夫教子。
37#飞屋环游记#2009#美国#剧情 喜剧 动画 冒险# 彼特·道格特 Pete Docter / 鲍勃·彼德森 Bob Peterson#718288#8.9#https://movie.douban.com/subject/2129039/#最后那些最无聊的事情，才是最值得怀念的。 
38#大话西游之月光宝盒#1995#香港 中国大陆#喜剧 爱情 奇幻 古装# 刘镇伟 Jeffrey Lau#619549#9.0#https://movie.douban.com/subject/1299398/#旷古烁今。
39#搏击俱乐部#1999#美国 德国#剧情 动作 悬疑 惊悚# 大卫·芬奇 David Fincher#515404#9.0#https://movie.douban.com/subject/1292000/#邪恶与平庸蛰伏于同一个母体，在特定的时间互相对峙。
40#罗马假日#1953#美国#喜剧 剧情 爱情# 威廉·惠勒 William Wyler#537365#9.0#https://movie.douban.com/subject/1293839/#爱情哪怕只有一天。
41#哈尔的移动城堡#2004#日本#动画 奇幻 冒险# 宫崎骏 Hayao Miyazaki#521199#9.0#https://movie.douban.com/subject/1308807/#带着心爱的人在天空飞翔。
42#闻香识女人#1992#美国#剧情# 马丁·布莱斯 Martin Brest#459107#9.0#https://movie.douban.com/subject/1298624/#史上最美的探戈。
43#辩护人#2013#韩国#剧情# 杨宇硕 Woo-seok Yang#317315#9.2#https://movie.douban.com/subject/21937445/#电影的现实意义大过电影本身。
44#窃听风暴#2006#德国#剧情 悬疑# 弗洛里安·亨克尔·冯·多纳斯马尔克 Florian Henckel von Donnersmarck  &n...#318808#9.1#https://movie.douban.com/subject/1900841/#别样人生。
45#两杆大烟枪#1998#英国#剧情 喜剧 犯罪# Guy Ritchie#352855#9.1#https://movie.douban.com/subject/1293350/#4个臭皮匠顶个诸葛亮，盖·里奇果然不是盖的。
46#末代皇帝#1987#英国 意大利 中国大陆 法国 美国#剧情 传记 历史# 贝纳尔多·贝托鲁奇 Bernardo Bertolucci#310178#9.1#https://movie.douban.com/subject/1293172/#“不要跟我比惨，我比你更惨”再适合这部电影不过了。
47#飞越疯人院#1975#美国#剧情# 米洛斯·福尔曼 Miloš Forman#355518#9.1#https://movie.douban.com/subject/1292224/#自由万岁。
48#死亡诗社#1989#美国#剧情# 彼得·威尔 Peter Weir#389670#9.0#https://movie.douban.com/subject/1291548/#当一个死水般的体制内出现一个活跃的变数时，所有的腐臭都站在了光明的对面。
49#素媛#2013#韩国#剧情# 李濬益 Jun-ik Lee#287294#9.2#https://movie.douban.com/subject/21937452/#受过伤害的人总是笑得最开心，因为他们不愿意让身边的人承受一样的痛苦。
50#指环王2：双塔奇兵#2002#美国 新西兰#剧情 动作 奇幻 冒险# 彼得·杰克逊 Peter Jackson#378187#9.0#https://movie.douban.com/subject/1291572/#承前启后的史诗篇章。
51#寻梦环游记#2017#美国#喜剧 动画 奇幻 音乐# 李·昂克里奇 Lee Unkrich / 阿德里安·莫利纳 Adrian Molina#731346#9.0#https://movie.douban.com/subject/20495023/#死亡不是真的逝去，遗忘才是永恒的消亡。
52#V字仇杀队#2005#美国 英国 德国#剧情 动作 科幻 惊悚# 詹姆斯·麦克特格 James McTeigue#595175#8.8#https://movie.douban.com/subject/1309046/#一张面具背后的理想与革命。
53#教父2#1974#美国#剧情 犯罪# 弗朗西斯·福特·科波拉 Francis Ford Coppola#270034#9.2#https://movie.douban.com/subject/1299131/#优雅的孤独。
54#指环王1：魔戒再现#2001#新西兰 美国#剧情 动作 奇幻 冒险# 彼得·杰克逊 Peter Jackson#423769#9.0#https://movie.douban.com/subject/1291571/#传说的开始。
55#海豚湾#2009#美国#纪录片# 路易·西霍尤斯 Louie Psihoyos#234444#9.3#https://movie.douban.com/subject/3442220/#海豚的微笑，是世界上最高明的伪装。
56#饮食男女#1994#台湾 美国#剧情 家庭# 李安 Ang Lee#290491#9.1#https://movie.douban.com/subject/1291818/#人生不能像做菜，把所有的料都准备好了才下锅。
57#狮子王#1994#美国#剧情 动画 冒险 歌舞 家庭# Roger Allers / 罗伯·明可夫 Rob Minkoff#403267#9.0#https://movie.douban.com/subject/1301753/#动物版《哈姆雷特》。
58#美丽心灵#2001#美国#传记 剧情# 朗·霍华德 Ron Howard#413071#8.9#https://movie.douban.com/subject/1306029/#爱是一切逻辑和原由。
59#情书#1995#日本#剧情 爱情# 岩井俊二 Shunji Iwai#513579#8.9#https://movie.douban.com/subject/1292220/#暗恋的极致。
60#钢琴家#2002#法国 德国 英国 波兰#剧情 传记 历史 战争 音乐# 罗曼·波兰斯基 Roman Polanski#272441#9.1#https://movie.douban.com/subject/1296736/#音乐能化解仇恨。
61#本杰明·巴顿奇事#2008#美国#剧情 爱情 奇幻# 大卫·芬奇 David Fincher#538801#8.8#https://movie.douban.com/subject/1485260/#在时间之河里感受溺水之苦。
62#美国往事#1984#意大利 美国#犯罪 剧情# 赛尔乔·莱翁内 Sergio Leone#233429#9.1#https://movie.douban.com/subject/1292262/#往事如烟，无处祭奠。
