movie_num#movie_name#movie_year#movie_country#movie_type#movie_director#movie_assess#movie_score#movie_url#movie_intro
63#看不见的客人#2016#西班牙#剧情 犯罪 悬疑 惊悚# 奥里奥尔·保罗 Oriol Paulo#572907#8.8#https://movie.douban.com/subject/26580232/#你以为你以为的就是你以为的。
64#黑客帝国#1999#美国 澳大利亚#动作 科幻# 安迪·沃卓斯基 Andy Wachowski / 拉娜·沃卓斯基 Lana Wachowski#403134#8.9#https://movie.douban.com/subject/1291843/#视觉革命。
65#小鞋子#1997#伊朗#剧情 儿童 家庭# 马基德·马基迪 Majid Majidi#200025#9.2#https://movie.douban.com/subject/1303021/#奔跑的孩子是天使。
66#西西里的美丽传说#2000#意大利 美国#剧情 战争 情色# 朱塞佩·托纳多雷 Giuseppe Tornatore#510020#8.8#https://movie.douban.com/subject/1292402/#美丽无罪。
67#大闹天宫#1961(中国大陆) / 1964(中国大陆) / 1978(中国大陆) / 2004(中国大陆)#中国大陆#动画 奇幻# 万籁鸣 Laiming Wan / 唐澄 Cheng  Tang#166848#9.3#https://movie.douban.com/subject/1418019/#经典之作，历久弥新。
68#哈利·波特与魔法石#2001#美国 英国#奇幻 冒险# Chris Columbus#422707#8.9#https://movie.douban.com/subject/1295038/#童话世界的开端。
69#让子弹飞#2010#中国大陆 香港#剧情 喜剧 动作 西部# 姜文 Wen Jiang#878558#8.7#https://movie.douban.com/subject/3742360/#你给我翻译翻译，神马叫做TMD的惊喜。
70#拯救大兵瑞恩#1998#美国#剧情 历史 战争# 史蒂文·斯皮尔伯格 Steven Spielberg#343640#8.9#https://movie.douban.com/subject/1292849/#美利坚精神输出大片No1.
71#致命魔术#2006#美国 英国#剧情 悬疑 惊悚# 克里斯托弗·诺兰 Christopher Nolan#467905#8.8#https://movie.douban.com/subject/1780330/#孪生蝙蝠侠大战克隆金刚狼。
72#七宗罪#1995#美国#剧情 犯罪 悬疑 惊悚# 大卫·芬奇 David Fincher#561721#8.8#https://movie.douban.com/subject/1292223/#警察抓小偷，老鼠玩死猫。
73#被嫌弃的松子的一生#2006#日本#剧情 歌舞# 中岛哲也 Tetsuya Nakashima#415226#8.9#https://movie.douban.com/subject/1787291/#以戏谑来戏谑戏谑。
74#音乐之声#1965#美国#剧情 传记 爱情 歌舞# 罗伯特·怀斯 Robert Wise#316146#9.0#https://movie.douban.com/subject/1294408/#用音乐化解仇恨，让歌声串起美好。
75#低俗小说#1994#美国#剧情 喜剧 犯罪# 昆汀·塔伦蒂诺 Quentin Tarantino#461543#8.8#https://movie.douban.com/subject/1291832/#故事的高级讲法。
76#天使爱美丽#2001#法国 德国#喜剧 爱情# 让-皮埃尔·热内 Jean-Pierre Jeunet#624327#8.7#https://movie.douban.com/subject/1292215/#法式小清新。 
77#沉默的羔羊#1991#美国#剧情 犯罪 惊悚# 乔纳森·戴米 Jonathan Demme#467519#8.8#https://movie.douban.com/subject/1293544/#安东尼·霍普金斯的顶级表演。
78#勇敢的心#1995#美国#动作 传记 剧情 历史 战争# 梅尔·吉布森 Mel Gibson#370626#8.9#https://movie.douban.com/subject/1294639/#史诗大片的典范。
79#猫鼠游戏#2002#美国 加拿大#传记 犯罪 剧情# 史蒂文·斯皮尔伯格 Steven Spielberg#360441#8.9#https://movie.douban.com/subject/1305487/#骗子大师和执著警探的你追我跑故事。 
80#蝴蝶效应#2004#美国 加拿大#剧情 悬疑 科幻 惊悚# 埃里克·布雷斯 Eric Bress / J·麦基·格鲁伯 J. Mackye Gruber#514654#8.7#https://movie.douban.com/subject/1292343/#人的命运被自己瞬间的抉择改变。
81#剪刀手爱德华#1990#美国#剧情 奇幻 爱情# 蒂姆·波顿 Tim Burton#638974#8.7#https://movie.douban.com/subject/1292370/#浪漫忧郁的成人童话。
82#春光乍泄#1997#香港 日本 韩国#剧情 爱情 同性# 王家卫 Kar Wai Wong#342667#8.9#https://movie.douban.com/subject/1292679/#爱情纠缠，男女一致。
83#心灵捕手#1997#美国#剧情# 格斯·范·桑特 Gus Van Sant#375312#8.8#https://movie.douban.com/subject/1292656/#人生中应该拥有这样的一段豁然开朗。
84#禁闭岛#2010#美国#剧情 悬疑 惊悚# Martin Scorsese#500397#8.7#https://movie.douban.com/subject/2334904/#昔日翩翩少年，今日大腹便便。
85#布达佩斯大饭店#2014#美国 德国 英国#剧情 喜剧 冒险# 韦斯·安德森 Wes Anderson#463309#8.8#https://movie.douban.com/subject/11525673/#小清新的故事里注入了大历史的情怀。
86#穿条纹睡衣的男孩#2008#英国 美国#剧情 战争# 马克·赫尔曼 Mark Herman#229636#9.0#https://movie.douban.com/subject/3008247/#尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。
87#入殓师#2008#日本#剧情# 泷田洋二郎 Yôjirô Takita#386744#8.8#https://movie.douban.com/subject/2149806/#死可能是一道门，逝去并不是终结，而是超越，走向下一程。
88#阿凡达#2009#美国 英国#动作 战争 科幻 冒险# 詹姆斯·卡梅隆 James Cameron#734533#8.7#https://movie.douban.com/subject/1652587/#绝对意义上的美轮美奂。
89#幽灵公主#1997#日本#动画 奇幻 冒险# 宫崎骏 Hayao Miyazaki#314636#8.8#https://movie.douban.com/subject/1297359/#人与自然的战争史诗。
90#阳光灿烂的日子#1994#中国大陆 香港#剧情 爱情# 姜文 Wen Jiang#360037#8.8#https://movie.douban.com/subject/1291875/#一场华丽的意淫。
91#致命ID#2003#美国#剧情 悬疑 惊悚# James Mangold#428712#8.7#https://movie.douban.com/subject/1297192/#最不可能的那个人永远是最可能的。
92#第六感#1999#美国#剧情 悬疑 惊悚# M·奈特·沙马兰 M. Night Shyamalan#308397#8.8#https://movie.douban.com/subject/1297630/#深入内心的恐怖，出人意料的结局。
93#加勒比海盗#2003#美国#动作 冒险 奇幻# 戈尔·维宾斯基 Gore Verbinski#483238#8.7#https://movie.douban.com/subject/1298070/#约翰尼·德普的独角戏。
94#狩猎#2012#丹麦 瑞典#剧情# 托马斯·温特伯格 Thomas Vinterberg#184977#9.1#https://movie.douban.com/subject/6985810/#人言可畏。
95#玛丽和马克思#2009#澳大利亚#剧情 喜剧 动画# 亚当·艾略特 Adam Elliot#278767#8.9#https://movie.douban.com/subject/3072124/#你是我最好的朋友，你是我唯一的朋友 。
96#断背山#2005#美国 加拿大#剧情 爱情 同性 家庭# 李安 Ang Lee#423667#8.7#https://movie.douban.com/subject/1418834/#每个人心中都有一座断背山。
97#重庆森林#1994#香港#剧情 爱情# 王家卫 Kar Wai Wong#441273#8.7#https://movie.douban.com/subject/1291999/#寂寞没有期限。
98#摩登时代#1936#美国#剧情 喜剧 爱情# 查理·卓别林 Charles Chaplin#135033#9.2#https://movie.douban.com/subject/1294371/#大时代中的人生，小人物的悲喜。
99#喜剧之王#1999#香港#喜剧 剧情 爱情# 周星驰 Stephen Chow / 李力持 Lik-Chi Lee#470716#8.7#https://movie.douban.com/subject/1302425/#我是一个演员。
100#告白#2010#日本#剧情 惊悚# 中岛哲也 Tetsuya Nakashima#443053#8.7#https://movie.douban.com/subject/4268598/#没有一人完全善，也没有一人完全恶。
101#大鱼#2003#美国#剧情 家庭 奇幻 冒险# 蒂姆·波顿 Tim Burton#328197#8.8#https://movie.douban.com/subject/1291545/#抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。
102#消失的爱人#2014#美国#剧情 犯罪 悬疑 惊悚# 大卫·芬奇 David Fincher#491289#8.7#https://movie.douban.com/subject/21318488/#年度最佳date movie。
103#一一#2000#台湾 日本#剧情 爱情 家庭# 杨德昌 Edward Yang#199714#9.0#https://movie.douban.com/subject/1292434/#我们都曾经是一一。
104#射雕英雄传之东成西就#1993#香港#喜剧 奇幻 武侠 古装# 刘镇伟 Jeffrey Lau#362276#8.7#https://movie.douban.com/subject/1316510/#百看不厌。 
105#阳光姐妹淘#2011#韩国#剧情 喜剧# 姜炯哲 Hyeong-Cheol Kang#354844#8.8#https://movie.douban.com/subject/4917726/#再多各自牛逼的时光，也比不上一起傻逼的岁月。 
106#甜蜜蜜#1996#香港#剧情 爱情# 陈可辛 Peter Chan#292180#8.8#https://movie.douban.com/subject/1305164/#相逢只要一瞬间，等待却像是一辈子。
107#爱在黎明破晓前#1995#美国 奥地利 瑞士#剧情 爱情# 理查德·林克莱特 Richard Linklater#302035#8.8#https://movie.douban.com/subject/1296339/#缘分是个连绵词，最美不过一瞬。
108#小森林 夏秋篇#2014#日本#剧情# 森淳一 Junichi Mori#204522#9.0#https://movie.douban.com/subject/25814705/#那些静得只能听见呼吸的日子里，你明白孤独即生活。
109#驯龙高手#2010#美国#动画 奇幻 冒险# 迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders#405731#8.7#https://movie.douban.com/subject/2353023/#和谐的生活离不开摸头与被摸头。
110#侧耳倾听#1995#日本#剧情 爱情 动画# 近藤喜文 Yoshifumi Kondo#235006#8.8#https://movie.douban.com/subject/1297052/#少女情怀总是诗。
111#红辣椒#2006#日本#动画 悬疑 科幻 惊悚# 今敏 Satoshi Kon#193141#8.9#https://movie.douban.com/subject/1865703/#梦的勾结。
112#请以你的名字呼唤我#2017#意大利 法国 巴西 美国 荷兰 德国#剧情 爱情 同性# 卢卡·瓜达尼诺 Luca Guadagnino#292982#8.8#https://movie.douban.com/subject/26799731/#沉醉在电影的情感和视听氛围中无法自拔。
113#倩女幽魂#1987#香港#爱情 奇幻 武侠 古装# 程小东 Siu-Tung Ching#369524#8.7#https://movie.douban.com/subject/1297447/#两张绝世的脸。 
114#恐怖直播#2013#韩国#剧情 犯罪 悬疑# 金秉祐 Byeong-woo Kim#324341#8.7#https://movie.douban.com/subject/21360417/#恐怖分子的“秋菊打官司”。
115#风之谷#1984#日本#动画 奇幻 冒险# 宫崎骏 Hayao Miyazaki#231795#8.8#https://movie.douban.com/subject/1291585/#动画片的圣经。
116#上帝之城#2002#巴西 法国#犯罪 剧情# Kátia Lund / Fernando Meirelles#191724#8.9#https://movie.douban.com/subject/1292208/#被上帝抛弃了的上帝之城。
117#超脱#2011#美国#剧情# 托尼·凯耶 Tony Kaye#238184#8.8#https://movie.douban.com/subject/5322596/#穷尽一生，我们要学会的，不过是彼此拥抱。
118#爱在日落黄昏时#2004#美国#剧情 爱情# 理查德·林克莱特 Richard Linklater#264220#8.8#https://movie.douban.com/subject/1291990/#九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。
119#菊次郎的夏天#1999#日本#剧情 喜剧# 北野武 Takeshi Kitano#258239#8.8#https://movie.douban.com/subject/1293359/#从没见过那么流氓的温柔，从没见过那么温柔的流氓。
120#幸福终点站#2004#美国#喜剧 剧情 爱情# 史蒂文·斯皮尔伯格 Steven Spielberg#292148#8.7#https://movie.douban.com/subject/1292274/#有时候幸福需要等一等。 
121#哈利·波特与死亡圣器(下)#2011#美国 英国#剧情 悬疑 奇幻 冒险# 大卫·叶茨 David Yates#380361#8.7#https://movie.douban.com/subject/3011235/#10年的完美句点。
122#小森林 冬春篇#2015#日本#剧情# 森淳一 Junichi Mori#178487#9.0#https://movie.douban.com/subject/25814707/#尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。
123#杀人回忆#2003#韩国#犯罪 剧情 悬疑 惊悚# 奉俊昊 Joon-ho Bong#282950#8.7#https://movie.douban.com/subject/1300299/#关于连环杀人悬案的集体回忆。
124#7号房的礼物#2013#韩国#剧情 喜剧 家庭# 李焕庆 Hwan-kyeong Lee#251660#8.8#https://movie.douban.com/subject/10777687/#《我是山姆》的《美丽人生》。
125#神偷奶爸#2010#美国 法国#喜剧 动画 冒险# 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud#531623#8.5#https://movie.douban.com/subject/3287562/#Mr. I Don't Care其实也有Care的时候。
126#借东西的小人阿莉埃蒂#2010#日本#动画 奇幻 冒险# 米林宏昌 Hiromasa Yonebayashi#286522#8.7#https://movie.douban.com/subject/4202302/#曾经的那段美好会沉淀为一辈子的记忆。
127#萤火之森#2011#日本#剧情 爱情 动画 奇幻# 大森贵弘 Takahiro Omori#235231#8.8#https://movie.douban.com/subject/5989818/#触不到的恋人。
128#唐伯虎点秋香#1993#香港#喜剧 爱情 古装# 李力持 Lik-Chi Lee#497892#8.5#https://movie.douban.com/subject/1306249/#华太师是黄霑，吴镇宇四大才子之一。
129#蝙蝠侠：黑暗骑士崛起#2012#美国 英国#剧情 动作 科幻 犯罪 惊悚# 克里斯托弗·诺兰 Christopher Nolan#387705#8.7#https://movie.douban.com/subject/3395373/#诺兰就是保证。
130#超能陆战队#2014#美国#喜剧 动作 科幻 动画 冒险# 唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams#521036#8.6#https://movie.douban.com/subject/11026735/#Balalala~~~
131#怪兽电力公司#2001#美国#儿童 喜剧 动画 奇幻 冒险# 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman#337666#8.6#https://movie.douban.com/subject/1291579/#不要给它起名字，起了名字就有感情了。
132#岁月神偷#2010#香港 中国大陆#剧情 家庭# 罗启锐 Alex Law#377236#8.7#https://movie.douban.com/subject/3792799/#岁月流逝，来日可追。
133#电锯惊魂#2004#美国#悬疑 惊悚 恐怖# 詹姆斯·温 James Wan#266236#8.7#https://movie.douban.com/subject/1417598/#真相就在眼前。
134#七武士#1954#日本#动作 冒险 剧情# 黑泽明 Akira Kurosawa#102846#9.2#https://movie.douban.com/subject/1295399/#时代悲歌。
135#谍影重重3#2007#美国 德国#动作 悬疑 惊悚# 保罗·格林格拉斯 Paul Greengrass#239436#8.7#https://movie.douban.com/subject/1578507/#像吃了苏打饼一样干脆的电影。
136#真爱至上#2003#英国 美国 法国#喜剧 剧情 爱情# 理查德·柯蒂斯 Richard Curtis#410836#8.6#https://movie.douban.com/subject/1292401/#爱，是个动词。
137#疯狂原始人#2013#美国#喜剧 动画 冒险# 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders#487305#8.7#https://movie.douban.com/subject/1907966/#老少皆宜，这就是好莱坞动画的魅力。
138#无人知晓#2004#日本#剧情# 是枝裕和 Hirokazu Koreeda#116060#9.1#https://movie.douban.com/subject/1292337/#我的平常生活就是他人的幸福。
139#喜宴#1993#台湾 美国#剧情 喜剧 爱情 同性 家庭# 李安 Ang Lee#183916#8.9#https://movie.douban.com/subject/1303037/#中国家庭的喜怒哀乐忍。
140#萤火虫之墓#1988#日本#动画 剧情 战争# 高畑勋 Isao Takahata#257236#8.7#https://movie.douban.com/subject/1293318/#幸福是生生不息，却难以触及的远。 
141#东邪西毒#1994#香港 台湾#剧情 动作 爱情 武侠 古装# 王家卫 Kar Wai Wong#339932#8.6#https://movie.douban.com/subject/1292328/#电影诗。
142#英雄本色#1986#香港#动作 犯罪# 吴宇森 John Woo#253107#8.6#https://movie.douban.com/subject/1297574/#英雄泪短，兄弟情长。 
143#贫民窟的百万富翁#2008#英国 美国#剧情 爱情# 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan#477938#8.5#https://movie.douban.com/subject/2209573/#上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁
144#黑天鹅#2010#美国#剧情 惊悚# 达伦·阿罗诺夫斯基 Darren Aronofsky#523756#8.5#https://movie.douban.com/subject/1978709/#黑暗之美。
145#记忆碎片#2000#美国#犯罪 剧情 悬疑 惊悚# 克里斯托弗·诺兰 Christopher Nolan#355202#8.6#https://movie.douban.com/subject/1304447/#一个针管引发的血案。
146#血战钢锯岭#2016#美国 澳大利亚#剧情 传记 历史 战争# 梅尔·吉布森 Mel Gibson#440536#8.7#https://movie.douban.com/subject/26325320/#优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。
147#心迷宫#2014#中国大陆#剧情 犯罪 悬疑# 忻钰坤 Yukun Xin#256122#8.7#https://movie.douban.com/subject/25917973/#荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。
